Source,Target
CPIMSTATEDELHI,drthomasisaac
abhisar_sharma,tehseenp
abhisar_sharma,bprerna
AloPal,pondy_live
BjpLokenath,Lokenath_Speaks
BjpLokenath,Abhijit_Basak83
VivekGuptaAITC,hvgoenka
VinayDokania,maryashakil
VinayDokania,njalva
VinayDokania,RuchiraC
AimimZuber,AimimZuber
AimimZuber,AimimZuber
AimimZuber,AimimZuber
AimimZuber,AimimZuber
AimimZuber,AimimZuber
AimimZuber,aimim_national
AimimZuber,aimim_national
AimimZuber,aimim_national
AimimZuber,DonitaJose
Saptarshisrkr,Amitava_BJP
Saptarshisrkr,ABVPBanga
Saptarshisrkr,AshishSainram
Saptarshisrkr,ABVPBanga
NuraRadha,AdityaRajKaul
NuraRadha,RCH_India
NuraRadha,AdityaRajKaul
NuraRadha,mumbaipressclub
NuraRadha,vanityparty
LiveLawIndia,royradhika7
Ranvasu,BJP4WMedinipur
Ranvasu,BJP4WMedinipur
Ranvasu,KapilMishra_IND
Ranvasu,VijayVst0502
TheDeshBhakt,NidhiSuresh_
TheDeshBhakt,kan_nott
TheDeshBhakt,RadhakrishnanMW
TheDeshBhakt,harsh_mander
TheDeshBhakt,medianama
TheDeshBhakt,jawharsircar
TheDeshBhakt,tejeshwi_sharma
deepusebastian,AnantBhan
deepusebastian,AyushiSondhi
deepusebastian,sameerdys
deepusebastian,mihirssharma
deepusebastian,zoo_bear
deepusebastian,praveenswami
deepusebastian,mumbaipressclub
deepusebastian,howbza
deepusebastian,tehseenp
deepusebastian,RCH_India
ambkcsingh,ambkcsingh
ambkcsingh,ambkcsingh
KTRTRS,TWorksHyd
KTRTRS,DigitalMediaTS
KTRTRS,CovidHyderabad
KTRTRS,trspartyonline
KTRTRS,trspartyonline
djdebs17,SuvenduWB
Indian000111,Adityaiims
Indian000111,noconversion
Indian000111,AmanChopra_
Indian000111,SanjeevSanskrit
Indian000111,nidhileo
Indian000111,noconversion
srijitspeaketh,souptickghosh
srijitspeaketh,RantingRami
srijitspeaketh,soniakarn
srijitspeaketh,AleekTheImortal
srijitspeaketh,NehaRaheja1
srijitspeaketh,tushar_nikose
soniafaleiro,burke_jason
soniafaleiro,alexvtunzelmann
soniafaleiro,ohaneef
soniafaleiro,soniafaleiro
TarekFatah,swapan55
TarekFatah,BushraGohar
TarekFatah,AaliyaShah1
TarekFatah,TarekFatah
TarekFatah,AaliyaShah1
TarekFatah,siddhinath
TarekFatah,republic
DharDipsita,SfiTripura
DharDipsita,tarigami
DharDipsita,Premkanjoliya97
OfficialArupRoy,MamataOfficial
OfficialArupRoy,AITCofficial
OfficialArupRoy,AITCofficial
Torture78,Zizezkianism
htTweets,HTTech
htTweets,HTSportsNews
htTweets,HTSportsNews
htTweets,HTPunjab
htTweets,HTPunjab
htTweets,HTPunjab
htTweets,HTPunjab
mpmanasofficial,MamataOfficial
mpmanasofficial,MamataOfficial
mpmanasofficial,MamataOfficial
mpmanasofficial,MamataOfficial
mpmanasofficial,MamataOfficial
mpmanasofficial,BanglarGorboMB
mpmanasofficial,BanglarGorboMB
mpmanasofficial,BanglarGorboMB
mpmanasofficial,AITCofficial
mpmanasofficial,AITCofficial
dhanyarajendran,IndianExpress
dhanyarajendran,yadavtejashwi
dhanyarajendran,venkatatweets
dhanyarajendran,sarayupani
dhanyarajendran,chetrisunil11
dhanyarajendran,sandeepohri
dhanyarajendran,Smita_Sharma
dhanyarajendran,sivaetb
dhanyarajendran,sunetrac
IsraelMFA,IsraelinGreece
IsraelMFA,Israel
IsraelMFA,RoyalFamily
IsraelMFA,IsraelinUSA
IsraelMFA,MarcGarneau
IsraelMFA,AmbAlKhaja
IsraelMFA,vanderbellen
IsraelMFA,MFATurkey
PratimDGupta,Criterion
PratimDGupta,GhoshAmitav
PratimDGupta,samjawed65
